shipment_id,ship_date,region,transport_mode,distance_km,shipment_volume_kg,delivery_time_hours,sla_hours,on_time,transport_cost_usd,customer_satisfaction,month,cost_per_kg
SHP00534,2025-10-02,South,Road,370.7,409.2,18.7,24,True,374.73,3.12,2025-10,0.916
SHP00535,2025-06-01,Central,Air,2254.9,230.5,7.82,14,True,9304.63,5.0,2025-06,40.367
SHP00536,2025-07-22,West,Rail,538.0,529.8,26.73,30,True,313.66,2.6,2025-07,0.592
SHP00537,2025-11-17,South,Sea,1656.5,228.2,55.05,50,False,425.74,3.66,2025-11,1.866
SHP00538,2025-11-12,North,Road,300.1,240.6,33.08,24,False,253.52,2.92,2025-11,1.054
SHP00539,2025-10-14,West,Road,289.0,796.6,13.74,24,True,266.86,4.07,2025-10,0.335
SHP00540,2025-05-18,East,Air,2158.6,967.6,12.46,14,True,8952.14,3.22,2025-05,9.252
SHP00541,2025-03-06,East,Road,335.6,713.1,33.33,24,False,317.34,2.19,2025-03,0.445
SHP00542,2025-07-22,South,Air,4894.2,202.6,23.1,14,False,19660.36,2.71,2025-07,97.04
SHP00543,2025-07-05,South,Rail,1053.1,137.0,41.56,30,False,532.29,2.21,2025-07,3.885
SHP00544,2025-01-26,West,Road,255.0,290.1,19.33,24,True,203.45,3.44,2025-01,0.701
SHP00545,2025-03-14,West,Road,750.2,217.4,37.74,24,False,672.45,2.22,2025-03,3.093
SHP00546,2025-09-29,South,Road,249.7,109.4,10.88,24,True,242.78,4.55,2025-09,2.219
SHP00547,2025-05-12,East,Road,709.9,343.0,27.76,24,False,677.22,4.04,2025-05,1.974
SHP00548,2025-11-17,North,Sea,1060.4,582.9,64.95,50,False,291.28,3.08,2025-11,0.5
SHP00549,2025-06-11,West,Sea,1064.9,421.3,36.02,50,True,269.41,3.82,2025-06,0.639
SHP00550,2025-11-03,North,Road,301.7,596.8,12.12,24,True,299.33,5.0,2025-11,0.502
SHP00551,2025-05-18,East,Sea,396.3,315.0,46.45,50,True,100.6,3.92,2025-05,0.319
SHP00552,2025-12-20,South,Road,667.6,537.6,16.36,24,True,600.78,4.18,2025-12,1.118
SHP00553,2025-05-12,East,Air,800.2,77.1,5.09,14,True,3344.72,5.0,2025-05,43.382
SHP00554,2025-01-01,East,Sea,680.7,191.7,37.4,50,True,176.63,4.5,2025-01,0.921
SHP00555,2025-03-09,North,Road,365.6,1360.9,9.25,24,True,331.38,3.54,2025-03,0.244
SHP00556,2025-06-02,Central,Road,437.3,883.4,36.17,24,False,422.06,2.91,2025-06,0.478
SHP00557,2025-05-24,North,Sea,946.3,426.7,41.26,50,True,241.44,3.78,2025-05,0.566
SHP00558,2025-06-05,East,Air,1349.0,135.9,5.67,14,True,5063.65,4.8,2025-06,37.26
SHP00559,2025-09-27,Central,Road,253.2,2721.5,19.93,24,True,307.41,4.49,2025-09,0.113
SHP00560,2025-08-24,West,Road,391.9,108.7,14.91,24,True,346.11,4.59,2025-08,3.184
SHP00561,2025-06-04,East,Road,475.1,234.7,12.67,24,True,395.47,4.08,2025-06,1.685
SHP00562,2025-04-12,West,Sea,685.2,2472.1,59.11,50,False,226.52,3.45,2025-04,0.092
SHP00563,2025-07-20,North,Road,1032.2,438.4,22.98,24,True,1021.8,3.97,2025-07,2.331
SHP00564,2025-01-03,North,Rail,987.7,288.3,38.69,30,False,494.91,3.68,2025-01,1.717
SHP00565,2025-10-06,West,Road,379.3,469.3,9.5,24,True,384.72,4.58,2025-10,0.82
SHP00566,2025-08-11,West,Road,647.1,229.6,26.91,24,False,664.66,2.72,2025-08,2.895
SHP00567,2025-03-02,North,Rail,315.4,182.5,33.46,30,False,177.85,2.88,2025-03,0.975
SHP00568,2025-03-08,North,Sea,624.7,328.9,70.3,50,False,177.45,3.41,2025-03,0.54
SHP00569,2025-03-17,South,Rail,873.5,1482.4,31.48,30,False,505.64,3.04,2025-03,0.341
SHP00570,2025-11-07,North,Road,586.0,792.5,19.23,24,True,585.29,3.77,2025-11,0.739
SHP00571,2025-05-20,Central,Road,394.3,133.1,21.25,24,True,420.15,4.21,2025-05,3.157
SHP00572,2025-11-24,East,Road,154.4,496.2,7.31,24,True,157.76,4.69,2025-11,0.318
SHP00573,2025-07-26,East,Road,607.7,364.0,23.1,24,True,454.55,4.78,2025-07,1.249
SHP00574,2025-01-23,West,Road,445.6,402.4,12.04,24,True,376.02,4.26,2025-01,0.934
SHP00575,2025-07-26,East,Road,437.4,859.5,36.32,24,False,395.11,1.85,2025-07,0.46
SHP00576,2025-05-18,North,Rail,542.2,400.8,14.37,30,True,308.72,5.0,2025-05,0.77
SHP00577,2025-10-22,North,Road,465.9,446.8,21.98,24,True,421.44,3.41,2025-10,0.943
SHP00578,2025-06-17,North,Rail,927.3,220.5,33.06,30,False,500.81,4.04,2025-06,2.271
SHP00579,2025-11-22,South,Road,415.6,173.7,10.91,24,True,325.25,5.0,2025-11,1.872
SHP00580,2025-06-12,North,Sea,717.7,738.2,32.08,50,True,203.05,4.77,2025-06,0.275
SHP00581,2025-05-27,East,Road,454.9,135.4,22.19,24,True,454.48,2.42,2025-05,3.357
SHP00582,2025-07-03,South,Rail,1248.1,1988.9,25.04,30,True,751.06,4.19,2025-07,0.378
SHP00583,2025-12-22,South,Sea,490.3,1080.0,17.33,50,True,180.51,4.08,2025-12,0.167
SHP00584,2025-03-30,South,Air,1988.9,85.0,20.33,14,False,9739.66,3.28,2025-03,114.584
SHP00585,2025-12-25,West,Sea,974.2,339.8,56.67,50,False,281.23,2.96,2025-12,0.828
SHP00586,2025-02-17,Central,Road,406.0,86.1,12.74,24,True,363.0,4.41,2025-02,4.216
SHP00587,2025-12-14,North,Road,437.2,600.7,19.71,24,True,412.95,3.94,2025-12,0.687
SHP00588,2025-01-02,East,Road,390.8,296.2,13.44,24,True,385.16,4.54,2025-01,1.3
SHP00589,2025-03-15,South,Road,218.0,357.8,15.84,24,True,202.64,3.58,2025-03,0.566
SHP00590,2025-10-14,Central,Sea,468.2,222.7,46.12,50,True,114.79,3.68,2025-10,0.515
SHP00591,2025-02-07,South,Road,366.8,419.4,18.24,24,True,358.57,4.84,2025-02,0.855
SHP00592,2025-10-08,North,Road,411.6,1024.0,20.12,24,True,402.99,4.26,2025-10,0.394
SHP00593,2025-05-11,West,Rail,766.0,796.0,28.05,30,True,426.17,3.92,2025-05,0.535
SHP00594,2025-03-29,West,Road,210.0,306.2,15.23,24,True,183.36,4.49,2025-03,0.599
SHP00595,2025-08-25,Central,Road,153.3,5167.5,12.42,24,True,259.91,4.75,2025-08,0.05
SHP00596,2025-04-25,North,Road,727.0,416.5,17.55,24,True,748.42,4.7,2025-04,1.797
SHP00597,2025-11-18,East,Rail,381.1,650.2,21.63,30,True,208.23,5.0,2025-11,0.32
SHP00598,2025-11-09,East,Road,1259.3,327.8,36.75,24,False,1163.21,2.32,2025-11,3.549
SHP00599,2025-08-30,South,Road,181.4,210.0,23.98,24,True,173.27,4.28,2025-08,0.825
SHP00600,2025-11-01,South,Road,919.1,172.1,34.13,24,False,853.24,3.27,2025-11,4.958
SHP00601,2025-03-31,South,Rail,624.4,138.8,48.56,30,False,332.7,2.48,2025-03,2.397
SHP00602,2025-11-21,East,Road,116.0,465.7,13.78,24,True,120.92,4.02,2025-11,0.26
SHP00603,2025-02-28,North,Rail,723.3,142.9,30.01,30,False,393.18,3.05,2025-02,2.751
SHP00604,2025-06-25,North,Sea,458.4,215.3,25.43,50,True,124.56,4.13,2025-06,0.579
SHP00605,2025-09-04,West,Rail,968.8,128.9,35.1,30,False,578.83,3.53,2025-09,4.491
SHP00606,2025-02-24,West,Road,262.2,190.4,15.3,24,True,214.68,3.59,2025-02,1.128
SHP00607,2025-07-06,Central,Rail,375.7,130.7,13.8,30,True,206.86,4.68,2025-07,1.583
SHP00608,2025-07-10,South,Road,360.7,29.7,23.33,24,True,358.25,3.95,2025-07,12.062
SHP00609,2025-10-09,South,Road,666.5,487.1,23.05,24,True,622.47,3.24,2025-10,1.278
SHP00610,2025-10-14,West,Road,429.8,984.6,18.34,24,True,414.06,4.91,2025-10,0.421
SHP00611,2025-05-21,South,Road,417.7,50.3,21.53,24,True,414.99,5.0,2025-05,8.25
SHP00612,2025-01-09,East,Road,671.3,286.3,30.2,24,False,636.88,3.01,2025-01,2.225
SHP00613,2025-03-28,South,Sea,521.1,1474.8,42.72,50,True,176.51,4.26,2025-03,0.12
SHP00614,2025-04-20,Central,Road,310.8,2561.7,9.35,24,True,395.6,4.86,2025-04,0.154
SHP00615,2025-05-05,West,Road,396.5,2055.3,24.69,24,False,428.33,3.05,2025-05,0.208
SHP00616,2025-05-05,East,Rail,430.5,1404.8,33.98,30,False,249.66,3.19,2025-05,0.178
SHP00617,2025-05-26,East,Road,492.9,283.0,22.29,24,True,483.36,3.91,2025-05,1.708
SHP00618,2025-11-04,Central,Sea,815.7,528.3,52.22,50,False,218.05,4.23,2025-11,0.413
SHP00619,2025-07-29,West,Road,526.7,162.7,23.25,24,True,440.53,3.58,2025-07,2.708
SHP00620,2025-04-08,Central,Air,5836.6,314.9,13.85,14,True,20667.11,3.43,2025-04,65.631
SHP00621,2025-07-12,South,Road,560.4,1284.8,29.99,24,False,599.66,3.4,2025-07,0.467
SHP00622,2025-03-30,West,Air,1705.4,2560.2,8.42,14,True,5941.68,4.42,2025-03,2.321
SHP00623,2025-01-10,North,Air,1688.6,1161.6,6.72,14,True,7131.93,4.8,2025-01,6.14
SHP00624,2025-10-23,West,Sea,677.1,772.9,32.81,50,True,179.61,4.87,2025-10,0.232
SHP00625,2025-03-25,Central,Road,329.5,652.7,18.06,24,True,289.04,4.8,2025-03,0.443
SHP00626,2025-01-09,West,Road,409.3,259.5,20.71,24,True,365.49,3.94,2025-01,1.408
SHP00627,2025-10-23,North,Road,335.2,100.2,18.82,24,True,322.87,4.14,2025-10,3.222
SHP00628,2025-04-05,North,Rail,1428.6,227.3,36.07,30,False,693.09,2.77,2025-04,3.049
SHP00629,2025-10-08,West,Sea,899.5,149.8,46.47,50,True,223.05,2.89,2025-10,1.489
SHP00630,2025-12-04,North,Road,735.5,329.1,46.36,24,False,677.38,2.25,2025-12,2.058
SHP00631,2025-10-30,North,Rail,592.4,201.3,41.15,30,False,310.01,2.9,2025-10,1.54
SHP00632,2025-05-18,South,Road,312.7,808.9,15.48,24,True,295.96,5.0,2025-05,0.366
SHP00633,2025-11-04,East,Road,392.6,746.2,36.1,24,False,432.58,2.35,2025-11,0.58
SHP00634,2025-11-21,North,Road,491.8,863.9,18.17,24,True,422.91,4.71,2025-11,0.49
SHP00635,2025-12-19,North,Air,1559.4,718.5,7.59,14,True,5689.87,4.58,2025-12,7.919
SHP00636,2025-06-09,West,Road,499.7,455.1,30.12,24,False,388.01,2.65,2025-06,0.853
SHP00637,2025-02-12,North,Sea,671.3,248.8,60.55,50,False,186.32,2.87,2025-02,0.749
SHP00638,2025-07-13,East,Sea,1127.7,571.7,52.22,50,False,298.11,2.67,2025-07,0.521
SHP00639,2025-11-20,East,Road,584.8,546.4,23.55,24,True,530.4,3.09,2025-11,0.971
SHP00640,2025-01-17,South,Road,1084.2,2166.2,37.34,24,False,1035.52,2.37,2025-01,0.478
SHP00641,2025-06-12,East,Rail,1466.9,387.7,40.26,30,False,782.43,3.48,2025-06,2.018
SHP00642,2025-11-29,East,Road,500.6,821.4,18.03,24,True,447.62,3.71,2025-11,0.545
SHP00643,2025-07-20,East,Road,207.1,160.6,23.87,24,True,205.98,4.51,2025-07,1.283
SHP00644,2025-05-22,West,Road,352.9,173.2,15.76,24,True,307.18,4.57,2025-05,1.774
SHP00645,2025-08-24,West,Road,225.5,355.8,9.44,24,True,205.83,4.61,2025-08,0.578
SHP00646,2025-01-24,Central,Sea,900.7,1097.2,61.49,50,False,267.98,4.02,2025-01,0.244
SHP00647,2025-11-25,North,Road,318.3,435.3,11.36,24,True,270.57,4.68,2025-11,0.622
SHP00648,2025-06-12,West,Air,1174.2,718.3,7.53,14,True,5218.66,4.86,2025-06,7.265
SHP00649,2025-12-09,South,Rail,812.5,196.3,50.03,30,False,402.81,2.86,2025-12,2.052
SHP00650,2025-03-29,Central,Road,629.2,1113.1,25.21,24,False,560.81,4.04,2025-03,0.504
SHP00651,2025-01-21,West,Road,617.5,611.5,18.39,24,True,545.13,4.54,2025-01,0.891
SHP00652,2025-12-30,North,Road,627.1,83.9,21.63,24,True,594.8,4.14,2025-12,7.089
SHP00653,2025-03-03,West,Road,433.9,326.2,17.0,24,True,386.47,5.0,2025-03,1.185
SHP00654,2025-11-22,West,Road,908.4,323.2,23.19,24,True,906.26,4.09,2025-11,2.804
SHP00655,2025-12-09,North,Rail,1001.4,279.0,17.78,30,True,584.34,3.44,2025-12,2.094
SHP00656,2025-08-03,West,Rail,266.4,707.6,8.9,30,True,136.86,5.0,2025-08,0.193
SHP00657,2025-03-18,West,Sea,469.5,43.8,25.59,50,True,111.35,5.0,2025-03,2.542
SHP00658,2025-08-16,Central,Road,173.0,2570.9,8.39,24,True,241.03,5.0,2025-08,0.094
SHP00659,2025-11-06,East,Road,573.5,168.5,27.36,24,False,554.99,2.53,2025-11,3.294
SHP00660,2025-07-16,West,Road,452.3,290.3,21.2,24,True,418.58,3.71,2025-07,1.442
SHP00661,2025-11-14,South,Rail,777.0,973.5,17.51,30,True,453.08,4.69,2025-11,0.465
SHP00662,2025-06-30,South,Road,350.5,675.3,20.44,24,True,323.17,3.26,2025-06,0.479
SHP00663,2025-05-14,West,Sea,53.9,1603.1,39.58,50,True,55.65,3.87,2025-05,0.035
SHP00664,2025-10-14,North,Road,564.7,408.0,20.18,24,True,470.22,3.85,2025-10,1.152
SHP00665,2025-02-04,South,Road,632.4,1126.4,13.77,24,True,608.97,5.0,2025-02,0.541
SHP00666,2025-10-09,East,Sea,505.8,486.0,24.26,50,True,156.54,3.71,2025-10,0.322
SHP00667,2025-03-27,South,Air,2687.7,312.4,13.22,14,True,10996.95,3.94,2025-03,35.202
SHP00668,2025-11-18,South,Road,113.7,560.0,16.97,24,True,107.03,3.35,2025-11,0.191
SHP00669,2025-05-08,West,Road,234.3,1052.4,12.22,24,True,246.53,4.58,2025-05,0.234
SHP00670,2025-07-01,East,Sea,270.6,902.3,47.67,50,True,94.08,3.77,2025-07,0.104
SHP00671,2025-05-19,North,Sea,1246.8,533.8,66.45,50,False,343.58,3.46,2025-05,0.644
SHP00672,2025-10-28,East,Road,461.6,420.6,12.9,24,True,450.71,4.19,2025-10,1.072
SHP00673,2025-06-19,West,Road,591.0,250.6,19.35,24,True,424.01,3.96,2025-06,1.692
SHP00674,2025-06-01,North,Road,546.8,665.9,17.95,24,True,467.85,4.99,2025-06,0.703
SHP00675,2025-02-26,West,Sea,580.4,339.0,77.51,50,False,141.73,2.11,2025-02,0.418
SHP00676,2025-04-26,North,Road,454.0,703.6,21.62,24,True,427.28,3.96,2025-04,0.607
SHP00677,2025-03-21,North,Road,686.4,224.4,19.53,24,True,636.74,4.56,2025-03,2.838
SHP00678,2025-02-11,West,Road,240.5,514.0,8.76,24,True,197.71,5.0,2025-02,0.385
SHP00679,2025-04-02,South,Road,309.0,168.3,12.83,24,True,325.94,4.88,2025-04,1.937
SHP00680,2025-07-10,South,Rail,733.0,198.1,35.03,30,False,445.95,3.32,2025-07,2.251
SHP00681,2025-10-27,South,Road,433.2,472.9,19.11,24,True,335.4,4.23,2025-10,0.709
SHP00682,2025-02-20,South,Road,478.4,1495.0,17.87,24,True,460.43,3.78,2025-02,0.308
SHP00683,2025-10-10,West,Road,391.7,84.0,12.94,24,True,339.88,4.64,2025-10,4.046
SHP00684,2025-12-10,North,Rail,317.8,301.1,23.52,30,True,193.49,4.63,2025-12,0.643
SHP00685,2025-09-27,West,Air,1261.8,713.5,10.38,14,True,5406.95,4.96,2025-09,7.578
SHP00686,2025-08-06,Central,Road,603.0,35.3,21.2,24,True,560.51,4.26,2025-08,15.878
SHP00687,2025-09-02,East,Air,1647.1,151.3,7.65,14,True,6971.93,4.55,2025-09,46.08
SHP00688,2025-05-05,Central,Road,189.6,487.7,4.84,24,True,196.78,5.0,2025-05,0.403
SHP00689,2025-06-28,Central,Sea,1133.2,351.8,46.5,50,True,275.09,3.17,2025-06,0.782
SHP00690,2025-05-23,East,Air,1301.0,532.7,15.53,14,False,5631.92,3.55,2025-05,10.572
SHP00691,2025-08-23,North,Rail,735.0,1500.7,26.76,30,True,486.47,4.19,2025-08,0.324
SHP00692,2025-07-15,East,Road,510.1,649.0,19.68,24,True,403.06,4.46,2025-07,0.621
SHP00693,2025-12-02,West,Sea,981.2,543.9,50.61,50,False,225.81,3.48,2025-12,0.415
SHP00694,2025-03-23,East,Road,278.2,183.3,10.93,24,True,236.15,4.33,2025-03,1.288
SHP00695,2025-09-16,West,Sea,594.4,104.0,45.29,50,True,162.73,4.09,2025-09,1.565
SHP00696,2025-04-15,West,Rail,317.7,87.3,25.21,30,True,176.89,4.51,2025-04,2.026
SHP00697,2025-09-10,East,Road,164.2,147.8,16.78,24,True,179.23,4.33,2025-09,1.213
SHP00698,2025-04-21,Central,Road,700.2,406.6,21.73,24,True,692.56,3.3,2025-04,1.703
SHP00699,2025-10-07,South,Sea,807.3,416.5,44.58,50,True,209.14,4.31,2025-10,0.502
SHP00700,2025-07-05,East,Road,452.8,87.0,13.42,24,True,389.8,4.2,2025-07,4.48
SHP00701,2025-07-06,South,Rail,411.4,60.6,11.68,30,True,192.24,4.06,2025-07,3.172
SHP00702,2025-01-19,Central,Sea,840.1,160.1,79.52,50,False,214.8,1.99,2025-01,1.342
SHP00703,2025-10-17,West,Road,303.9,611.2,22.07,24,True,289.99,3.78,2025-10,0.474
SHP00704,2025-08-02,East,Road,284.8,346.4,17.38,24,True,293.52,4.48,2025-08,0.847
SHP00705,2025-02-02,West,Sea,808.1,857.2,85.85,50,False,237.18,2.77,2025-02,0.277
SHP00706,2025-04-01,North,Road,686.4,1039.9,36.23,24,False,602.93,3.71,2025-04,0.58
SHP00707,2025-04-25,West,Road,240.1,1849.5,18.25,24,True,269.46,4.18,2025-04,0.146
SHP00708,2025-02-23,West,Road,327.4,1002.2,22.11,24,True,337.36,3.64,2025-02,0.337
SHP00709,2025-03-18,South,Road,518.9,945.9,21.68,24,True,518.96,4.01,2025-03,0.549
SHP00710,2025-06-23,Central,Sea,233.3,418.7,13.19,50,True,69.1,4.68,2025-06,0.165
SHP00711,2025-11-05,North,Sea,1147.7,826.4,96.41,50,False,310.93,1.87,2025-11,0.376
SHP00712,2025-02-27,Central,Road,254.8,116.9,25.01,24,False,234.26,4.42,2025-02,2.004
SHP00713,2025-03-21,South,Road,367.6,889.9,15.88,24,True,348.42,3.57,2025-03,0.392
SHP00714,2025-12-02,North,Air,3021.5,98.3,8.88,14,True,13117.73,3.69,2025-12,133.446
SHP00715,2025-09-02,South,Road,690.9,1699.5,35.05,24,False,678.06,2.92,2025-09,0.399
SHP00716,2025-09-22,Central,Road,285.5,480.9,13.3,24,True,270.74,4.45,2025-09,0.563
SHP00717,2025-02-15,Central,Road,586.0,365.4,19.19,24,True,561.97,4.45,2025-02,1.538
SHP00718,2025-08-27,North,Road,514.7,1397.1,22.0,24,True,513.35,3.29,2025-08,0.367
SHP00719,2025-04-18,North,Rail,268.6,395.4,26.04,30,True,171.6,2.97,2025-04,0.434
SHP00720,2025-06-10,North,Road,175.4,265.4,12.37,24,True,165.84,4.93,2025-06,0.625
SHP00721,2025-09-15,West,Air,1748.0,1499.8,17.37,14,False,7405.71,3.14,2025-09,4.938
SHP00722,2025-05-06,Central,Rail,742.8,603.2,38.43,30,False,436.74,3.17,2025-05,0.724
SHP00723,2025-02-03,South,Road,450.7,1711.0,21.73,24,True,488.5,3.7,2025-02,0.286
SHP00724,2025-06-15,West,Road,266.3,86.5,18.43,24,True,229.72,3.48,2025-06,2.656
SHP00725,2025-03-30,West,Sea,337.0,269.3,24.31,50,True,92.13,5.0,2025-03,0.342
SHP00726,2025-04-10,West,Rail,1453.5,499.0,29.21,30,True,763.03,4.43,2025-04,1.529
SHP00727,2025-06-21,South,Road,657.8,323.3,37.79,24,False,557.75,2.73,2025-06,1.725
SHP00728,2025-03-20,East,Rail,1598.6,2560.6,50.38,30,False,801.93,2.89,2025-03,0.313
SHP00729,2025-09-26,Central,Rail,351.4,144.9,35.62,30,False,189.21,3.44,2025-09,1.306
SHP00730,2025-08-07,West,Rail,585.8,1013.7,20.32,30,True,354.84,4.83,2025-08,0.35
SHP00731,2025-08-25,North,Sea,180.9,1316.4,15.9,50,True,93.17,5.0,2025-08,0.071
SHP00732,2025-01-26,West,Rail,590.0,152.0,27.72,30,True,257.54,4.19,2025-01,1.694
SHP00733,2025-03-28,East,Sea,484.6,424.9,35.49,50,True,126.23,3.88,2025-03,0.297
SHP00734,2025-10-17,East,Sea,887.6,806.0,35.77,50,True,242.3,4.52,2025-10,0.301
SHP00735,2025-12-24,South,Road,462.6,205.5,28.61,24,False,428.36,3.54,2025-12,2.084
SHP00736,2025-05-26,East,Road,256.0,1147.6,14.04,24,True,239.64,5.0,2025-05,0.209
SHP00737,2025-06-01,North,Rail,1004.8,367.8,36.35,30,False,540.03,2.77,2025-06,1.468
SHP00738,2025-03-03,North,Sea,944.8,174.5,96.15,50,False,235.98,1.03,2025-03,1.352
SHP00739,2025-12-12,South,Rail,245.9,541.4,17.83,30,True,155.35,4.71,2025-12,0.287
SHP00740,2025-10-12,West,Sea,981.9,188.8,39.95,50,True,225.61,4.64,2025-10,1.195
SHP00741,2025-09-15,South,Sea,1866.5,860.2,69.88,50,False,463.54,2.99,2025-09,0.539
SHP00742,2025-10-20,East,Road,206.5,400.3,11.83,24,True,223.8,5.0,2025-10,0.559
SHP00743,2025-05-15,East,Road,356.9,637.8,10.69,24,True,316.3,4.52,2025-05,0.496
SHP00744,2025-02-03,East,Road,531.7,1320.0,21.79,24,True,501.02,3.98,2025-02,0.38
SHP00745,2025-05-14,South,Road,392.1,363.6,22.03,24,True,399.39,3.97,2025-05,1.098
SHP00746,2025-04-20,Central,Rail,526.5,374.4,29.6,30,True,299.81,4.72,2025-04,0.801
SHP00747,2025-06-17,West,Rail,664.1,301.1,29.7,30,True,376.64,4.0,2025-06,1.251
SHP00748,2025-08-07,East,Road,703.8,338.7,37.54,24,False,700.62,2.6,2025-08,2.069
SHP00749,2025-10-04,North,Sea,1444.7,200.8,65.49,50,False,339.36,3.02,2025-10,1.69
SHP00750,2025-12-13,Central,Road,387.3,306.2,13.26,24,True,308.44,4.57,2025-12,1.007
SHP00751,2025-08-03,South,Road,315.5,143.7,9.17,24,True,296.1,4.63,2025-08,2.061
SHP00752,2025-03-13,South,Road,788.0,543.0,29.88,24,False,685.39,4.3,2025-03,1.262
SHP00753,2025-02-07,South,Air,2282.6,555.5,5.36,14,True,9009.67,5.0,2025-02,16.219
SHP00754,2025-12-01,Central,Sea,827.1,215.7,105.56,50,False,194.53,2.26,2025-12,0.902
SHP00755,2025-11-18,North,Road,782.5,193.7,22.69,24,True,672.59,3.43,2025-11,3.472
SHP00756,2025-01-27,South,Road,512.1,179.4,34.37,24,False,418.91,3.25,2025-01,2.335
SHP00757,2025-02-12,East,Sea,285.7,298.2,25.99,50,True,70.66,4.0,2025-02,0.237
SHP00758,2025-05-17,South,Air,2078.3,1809.2,15.46,14,False,9028.5,3.7,2025-05,4.99
SHP00759,2025-12-30,Central,Road,613.1,322.4,24.26,24,False,582.01,3.96,2025-12,1.805
SHP00760,2025-02-22,North,Road,256.7,350.2,16.82,24,True,251.81,4.43,2025-02,0.719
SHP00761,2025-02-18,West,Road,750.8,841.0,16.92,24,True,740.21,4.63,2025-02,0.88
SHP00762,2025-07-04,North,Sea,1321.6,133.3,94.17,50,False,350.38,1.72,2025-07,2.629
SHP00763,2025-03-22,North,Road,772.9,274.4,25.69,24,False,604.35,3.43,2025-03,2.202
SHP00764,2025-09-26,North,Rail,483.2,322.3,25.2,30,True,268.57,3.23,2025-09,0.833
SHP00765,2025-11-10,East,Road,541.3,2944.4,30.06,24,False,553.24,3.2,2025-11,0.188
SHP00766,2025-01-06,Central,Road,361.6,1920.9,17.38,24,True,347.36,4.07,2025-01,0.181
SHP00767,2025-04-01,South,Road,322.5,139.4,10.05,24,True,302.94,4.44,2025-04,2.173
SHP00768,2025-01-30,West,Sea,591.7,228.2,55.43,50,False,151.15,2.38,2025-01,0.662
SHP00769,2025-09-23,East,Rail,729.7,291.7,21.67,30,True,389.49,5.0,2025-09,1.335
SHP00770,2025-09-08,South,Air,2036.2,511.2,22.89,14,False,8090.64,2.76,2025-09,15.827
SHP00771,2025-03-18,Central,Road,845.6,485.4,22.49,24,True,699.92,3.6,2025-03,1.442
SHP00772,2025-02-16,Central,Road,253.7,120.4,16.92,24,True,200.7,4.32,2025-02,1.667
SHP00773,2025-11-25,North,Road,496.8,341.2,21.99,24,True,382.4,4.34,2025-11,1.121
SHP00774,2025-03-27,North,Road,842.9,943.7,21.0,24,True,755.46,4.56,2025-03,0.801
SHP00775,2025-04-16,North,Air,1788.9,597.3,9.07,14,True,8043.58,4.7,2025-04,13.467
SHP00776,2025-06-17,Central,Road,854.9,52.6,32.17,24,False,787.25,2.1,2025-06,14.967
SHP00777,2025-08-15,Central,Road,373.9,154.8,19.79,24,True,323.04,3.65,2025-08,2.087
SHP00778,2025-06-17,East,Road,238.2,292.2,9.84,24,True,249.35,5.0,2025-06,0.853
SHP00779,2025-12-01,West,Road,238.0,1527.0,19.57,24,True,256.79,4.02,2025-12,0.168
SHP00780,2025-05-01,North,Air,3752.3,563.3,12.5,14,True,15990.87,3.82,2025-05,28.388
SHP00781,2025-11-20,South,Road,578.5,1114.1,16.37,24,True,536.03,3.73,2025-11,0.481
SHP00782,2025-06-27,West,Road,325.5,179.8,12.17,24,True,290.19,4.29,2025-06,1.614
SHP00783,2025-03-17,West,Road,524.0,310.9,21.39,24,True,599.92,3.49,2025-03,1.93
SHP00784,2025-08-21,East,Rail,438.5,651.5,18.56,30,True,268.97,3.92,2025-08,0.413
SHP00785,2025-01-21,North,Road,449.2,1362.4,18.94,24,True,492.93,3.54,2025-01,0.362
SHP00786,2025-08-12,East,Rail,584.7,1177.2,16.73,30,True,372.48,4.06,2025-08,0.316
SHP00787,2025-06-13,Central,Sea,264.2,1069.8,29.82,50,True,100.45,4.31,2025-06,0.094
SHP00788,2025-01-18,North,Road,233.9,707.1,13.93,24,True,252.47,4.77,2025-01,0.357
SHP00789,2025-09-18,East,Road,197.3,481.6,10.41,24,True,175.04,4.36,2025-09,0.363
SHP00790,2025-08-17,South,Rail,500.8,360.7,10.79,30,True,306.36,5.0,2025-08,0.849
SHP00791,2025-07-24,West,Road,779.7,145.7,23.8,24,True,762.32,3.04,2025-07,5.232
SHP00792,2025-02-28,West,Rail,1189.6,325.2,34.19,30,False,673.21,3.74,2025-02,2.07
SHP00793,2025-07-29,West,Sea,320.6,212.2,59.49,50,False,83.98,3.44,2025-07,0.396
SHP00794,2025-01-27,South,Rail,664.3,1665.8,33.99,30,False,423.44,3.5,2025-01,0.254
SHP00795,2025-11-17,East,Road,367.5,755.0,14.83,24,True,342.17,4.07,2025-11,0.453
SHP00796,2025-05-22,North,Rail,888.9,744.7,28.83,30,True,524.21,4.11,2025-05,0.704
SHP00797,2025-06-06,West,Road,324.1,878.5,10.48,24,True,346.73,4.65,2025-06,0.395
SHP00798,2025-02-01,East,Air,3903.7,899.8,14.09,14,False,15225.07,4.3,2025-02,16.921
SHP00799,2025-02-15,West,Air,1646.5,489.7,11.97,14,True,7041.09,3.93,2025-02,14.378
SHP00800,2025-11-29,North,Rail,1130.0,480.3,29.08,30,True,619.65,4.24,2025-11,1.29
SHP00801,2025-12-10,North,Air,1290.7,248.6,10.54,14,True,5248.23,3.09,2025-12,21.111
