shipment_id,order_date,origin_city,destination_city,carrier,distance_km,weight_kg,delivery_time_days,shipping_cost_inr,status,cost_per_km,order_month,is_delayed,distance_km_minmax,weight_kg_minmax,shipping_cost_inr_minmax,delivery_time_days_minmax,distance_km_zscore,weight_kg_zscore,shipping_cost_inr_zscore,delivery_time_days_zscore
SHP10724,2024-12-05,Delhi,Jaipur,DHL,780.48,9.25,3.26,3620.17,Delivered,4.64,12,0,0.5325,0.2253,0.4752,0.4546,0.4346,-0.6459,0.1479,0.4907
SHP10480,2024-07-20,Mumbai,Nagpur,Delhivery,15.0,9.71,0.96,258.78,Delivered,17.25,7,0,0.0,0.2369,0.0175,0.0758,-2.1479,-0.6001,-2.0756,-1.1927
SHP10106,2024-04-25,Ahmedabad,Hyderabad,DHL,363.56,26.13,0.69,2113.52,Cancelled,5.81,4,0,0.2425,0.6504,0.2701,0.0313,-0.972,1.034,-0.8488,-1.3903
SHP10818,2024-05-22,Hyderabad,Jaipur,DHL,353.07,30.39,1.35,1709.43,Delivered,4.84,5,0,0.2352,0.7576,0.215,0.14,-1.0074,1.4579,-1.1161,-0.9072
SHP10023,2024-06-17,Delhi,Pune,Blue Dart,394.03,10.58,1.89,1724.04,Delayed,4.38,6,1,0.2637,0.2588,0.217,0.2289,-0.8692,-0.5136,-1.1064,-0.512
SHP10844,2024-10-05,Mumbai,Nagpur,Delhivery,621.15,28.72,1.9,3900.94,Delivered,6.28,10,0,0.4217,0.7156,0.5135,0.2306,-0.103,1.2917,0.3336,-0.5047
SHP10069,2024-04-03,Delhi,Nagpur,DHL,1364.78,18.16,6.28,6854.28,In Transit,5.02,4,0,0.939,0.4497,0.9157,0.952,2.4057,0.2408,2.2872,2.701
SHP10742,2024-08-15,Delhi,Pune,DHL,851.9,9.18,3.47,5019.77,Delivered,5.89,8,0,0.5822,0.2236,0.6658,0.4892,0.6755,-0.6529,1.0737,0.6444
SHP10453,2024-09-28,Chennai,Ahmedabad,Delhivery,739.38,6.99,2.28,3993.67,Delayed,5.4,9,1,0.504,0.1684,0.5261,0.2932,0.2959,-0.8708,0.3949,-0.2266
SHP10554,2024-01-25,Mumbai,Chennai,DHL,892.03,35.14,3.27,5792.71,Delivered,6.49,1,0,0.6102,0.8772,0.7711,0.4562,0.8109,1.9307,1.585,0.498
SHP10649,2024-07-04,Kolkata,Bengaluru,Blue Dart,975.12,5.69,3.72,3300.9300000000003,In Transit,3.39,7,0,0.668,0.1357,0.4318,0.5304,1.0912,-1.0002,-0.0633,0.8274
SHP10654,2024-08-13,Hyderabad,Delhi,FedEx,513.93,34.87,1.73,2500.2,Delivered,4.86,8,0,0.3471,0.8704,0.3227,0.2026,-0.4647,1.9038,-0.593,-0.6291
SHP10347,2024-08-07,Bengaluru,Mumbai,Blue Dart,615.4,27.62,2.84,3593.64,Returned,5.84,8,1,0.4177,0.6879,0.4716,0.3854,-0.1224,1.1823,0.1303,0.1833
SHP10372,2024-05-27,Delhi,Hyderabad,UPS,319.83,2.24,1.81,1307.12,Delivered,4.09,5,0,0.2121,0.0488,0.1602,0.2158,-1.1195,-1.3435,-1.3822,-0.5706
SHP10887,2024-12-10,Delhi,Bengaluru,Blue Dart,732.09,18.35,2.93,3877.1,In Transit,5.3,12,0,0.4989,0.4545,0.5102,0.4002,0.2713,0.2597,0.3178,0.2492
SHP10074,2024-08-08,Jaipur,Chennai,UPS,373.13,34.83,0.5,2455.92,Delivered,6.58,8,0,0.2492,0.8694,0.3167,0.0,-0.9397,1.8998,-0.6223,-1.5293
SHP10218,2024-09-20,Bengaluru,Jaipur,FedEx,717.29,13.575,3.55,3558.01,Delivered,4.96,9,0,0.4886,0.3342,0.4668,0.5024,0.2214,-0.2155,0.1067,0.7029
SHP10535,2024-09-12,Bengaluru,Hyderabad,DHL,192.24,17.69,1.07,1309.98,Delivered,6.81,9,0,0.1233,0.4379,0.1606,0.0939,-1.5499,0.194,-1.3803,-1.1122
SHP10265,2024-08-30,Nagpur,Kolkata,FedEx,929.11,6.85,3.03,5319.0,Delivered,5.72,8,0,0.636,0.1649,0.7066,0.4167,0.936,-0.8848,1.2716,0.3224
SHP10935,2024-10-30,Kolkata,Delhi,FedEx,834.1,13.1,3.18,5131.14,Delivered,6.15,10,0,0.5699,0.3223,0.681,0.4414,0.6154,-0.2628,1.1473,0.4321
SHP10110,2024-07-29,Nagpur,Jaipur,UPS,723.13,11.83,3.0,3300.9300000000003,Delayed,4.56,7,1,0.4926,0.2903,0.4318,0.4118,0.2411,-0.3892,-0.0633,0.3004
SHP10985,2024-06-01,Pune,Mumbai,Delhivery,987.93,4.38,4.85,5584.23,Delivered,5.65,6,0,0.6769,0.1027,0.7427,0.7165,1.1344,-1.1306,1.447,1.6544
SHP10995,2024-08-26,Bengaluru,Ahmedabad,DHL,574.35,2.29,3.04,3075.64,Delivered,5.35,8,0,0.3891,0.0501,0.4011,0.4184,-0.2608,-1.3386,-0.2123,0.3297
SHP10298,2024-07-11,Bengaluru,Hyderabad,Blue Dart,424.78,38.51,1.41,3256.48,In Transit,7.67,7,0,0.2851,0.9621,0.4257,0.1499,-0.7654,2.266,-0.0927,-0.8633
SHP10185,2024-07-31,Chennai,Jaipur,DHL,1016.52,21.16,4.93,6586.82,Cancelled,6.48,7,0,0.6968,0.5252,0.8793,0.7297,1.2309,0.5394,2.1102,1.713
SHP10286,2024-07-17,Bengaluru,Delhi,Blue Dart,739.68,21.6,2.84,4819.63,Delivered,6.52,7,0,0.5042,0.5363,0.6386,0.3854,0.2969,0.5832,0.9413,0.1833
SHP10804,2024-04-19,Mumbai,Ahmedabad,UPS,880.55,12.43,2.545,4961.08,Delivered,5.63,4,0,0.6022,0.3054,0.6579,0.3368,0.7721,-0.3294,1.0348,-0.0326
SHP10370,2024-01-10,Pune,Kolkata,DHL,532.08,33.03,2.39,2884.12,Delivered,5.42,1,0,0.3597,0.8241,0.375,0.3113,-0.4034,1.7207,-0.339,-0.1461
SHP10457,2024-12-02,Ahmedabad,Nagpur,DHL,571.29,11.66,2.38,2587.84,In Transit,4.53,12,0,0.387,0.286,0.3347,0.3097,-0.2712,-0.4061,-0.535,-0.1534
SHP10428,2024-03-25,Kolkata,Ahmedabad,Delhivery,812.75,40.01625,3.67,4731.61,Delayed,5.82,3,1,0.555,1.0,0.6266,0.5221,0.5434,2.4159,0.8831,0.7908
SHP10061,2024-06-11,Ahmedabad,Chennai,FedEx,722.5,2.12,4.16,3578.74,Cancelled,4.95,6,0,0.4922,0.0458,0.4696,0.6028,0.239,-1.3555,0.1205,1.1494
SHP10815,2024-10-01,Chennai,Delhi,DHL,914.66,15.68,3.77,5224.59,In Transit,5.71,10,0,0.6259,0.3872,0.6937,0.5386,0.8872,-0.006,1.2092,0.864
SHP10335,2024-02-22,Mumbai,Bengaluru,DHL,1452.3899999999999,19.4,2.545,3300.9300000000003,Delivered,2.27,2,0,1.0,0.4809,0.4318,0.3368,2.7013,0.3642,-0.0633,-0.0326
SHP10472,2024-08-10,Mumbai,Pune,Delhivery,693.65,12.49,2.15,3314.7,Delivered,4.78,8,0,0.4721,0.3069,0.4336,0.2718,0.1416,-0.3235,-0.0542,-0.3217
SHP10713,2024-09-14,Jaipur,Pune,UPS,262.12,14.69,3.07,1437.45,In Transit,5.48,9,0,0.1719,0.3623,0.178,0.4233,-1.3142,-0.1045,-1.296,0.3516
SHP10651,2024-12-26,Hyderabad,Nagpur,UPS,639.21,21.11,2.51,3693.36,Delayed,5.78,12,1,0.4343,0.524,0.4852,0.3311,-0.042,0.5344,0.1963,-0.0582
SHP10817,2024-11-08,Pune,Hyderabad,UPS,862.56,3.55,2.58,3649.75,Delivered,4.23,11,0,0.5897,0.0818,0.4793,0.3426,0.7115,-1.2132,0.1674,-0.007
SHP10778,2024-07-13,Ahmedabad,Mumbai,DHL,809.67,12.14,1.72,4408.82,Returned,5.45,7,1,0.5529,0.2981,0.5826,0.2009,0.533,-0.3583,0.6695,-0.6364
SHP10865,2024-10-24,Nagpur,Ahmedabad,DHL,678.88,40.01625,2.41,3506.87,Delivered,5.17,10,0,0.4619,1.0,0.4598,0.3146,0.0918,2.4159,0.0729,-0.1314
SHP10307,2024-09-16,Bengaluru,Chennai,FedEx,653.97,22.47,2.89,3789.29,Delivered,5.79,9,0,0.4445,0.5582,0.4983,0.3937,0.0078,0.6697,0.2597,0.2199
SHP10858,2024-03-11,Bengaluru,Chennai,Blue Dart,263.78,13.64,1.25,1707.41,Delivered,6.47,3,0,0.1731,0.3359,0.2148,0.1235,-1.3086,-0.209,-1.1174,-0.9804
SHP10134,2024-12-16,Jaipur,Chennai,Blue Dart,204.48,29.79,0.8,1347.84,Delivered,6.59,12,0,0.1318,0.7425,0.1658,0.0494,-1.5086,1.3982,-1.3552,-1.3098
SHP10033,2024-12-05,Pune,Hyderabad,Delhivery,869.23,2.8,2.96,4393.21,Delayed,5.05,12,1,0.5943,0.0629,0.5805,0.4052,0.734,-1.2878,0.6592,0.2711
SHP10776,2024-01-18,Nagpur,Kolkata,FedEx,389.08,8.48,0.86,3300.9300000000003,Delayed,8.48,1,1,0.2602,0.206,0.4318,0.0593,-0.8859,-0.7225,-0.0633,-1.2659
SHP10355,2024-01-23,Pune,Bengaluru,Delhivery,1046.64,13.575,5.83,7473.45125,Delayed,7.14,1,1,0.7177,0.3342,1.0,0.8779,1.3325,-0.2155,2.6967,2.3717
SHP10057,2024-04-04,Kolkata,Chennai,Delhivery,495.87,6.1,2.03,2047.58,Delivered,4.13,4,0,0.3345,0.146,0.2611,0.252,-0.5256,-0.9594,-0.8924,-0.4095
SHP10414,2024-11-12,Delhi,Hyderabad,DHL,644.07,6.54,3.33,2500.49,Delivered,3.88,11,0,0.4376,0.1571,0.3228,0.4661,-0.0256,-0.9156,-0.5928,0.5419
SHP10631,2024-07-19,Bengaluru,Pune,DHL,656.15,22.8,2.545,4194.97,Delivered,6.39,7,0,0.4461,0.5665,0.5535,0.3368,0.0151,0.7026,0.5281,-0.0326
SHP10764,2024-01-14,Hyderabad,Kolkata,FedEx,473.89,3.5,1.67,2591.63,Delivered,5.47,1,0,0.3193,0.0806,0.3352,0.1927,-0.5998,-1.2182,-0.5325,-0.673
SHP10900,2024-10-16,Kolkata,Hyderabad,UPS,825.0,31.21,3.19,5400.41,Delivered,6.55,10,0,0.5635,0.7783,0.7177,0.4431,0.5847,1.5395,1.3255,0.4395
SHP10579,2024-11-06,Jaipur,Hyderabad,Delhivery,1421.1,3.03,5.22,7473.45125,Delivered,5.26,11,0,0.9782,0.0687,1.0,0.7774,2.5957,-1.2649,2.6967,1.9252
SHP10318,2024-08-10,Nagpur,Mumbai,Delhivery,312.52,31.14,3.22,1869.07,Delivered,5.98,8,0,0.207,0.7765,0.2368,0.448,-1.1442,1.5326,-1.0105,0.4614
SHP10291,2024-08-30,Hyderabad,Chennai,DHL,446.75,13.575,0.5,1923.98,Delivered,4.31,8,0,0.3004,0.3342,0.2442,0.0,-0.6913,-0.2155,-0.9741,-1.5293
SHP10046,2024-12-20,Pune,Bengaluru,DHL,1235.3,13.575,6.02,6571.55,In Transit,5.32,12,0,0.849,0.3342,0.8772,0.9092,1.9689,-0.2155,2.1001,2.5107
SHP10277,2024-08-09,Mumbai,Pune,Blue Dart,642.31,9.59,5.03,3143.59,Delivered,4.89,8,0,0.4364,0.2339,0.4103,0.7461,-0.0316,-0.6121,-0.1674,1.7861
SHP10854,2024-11-11,Delhi,Bengaluru,FedEx,943.09,12.44,5.24,5005.76,Cancelled,5.31,11,0,0.6457,0.3057,0.6639,0.7807,0.9831,-0.3284,1.0644,1.9398
SHP10941,2024-01-14,Bengaluru,Nagpur,Delhivery,630.2,7.83,2.37,2486.63,Delivered,3.95,1,0,0.428,0.1896,0.3209,0.308,-0.0724,-0.7872,-0.602,-0.1607
SHP10224,2024-06-08,Kolkata,Jaipur,FedEx,1037.51,40.01625,4.16,5811.81,Delayed,5.6,6,1,0.7114,1.0,0.7737,0.6028,1.3017,2.4159,1.5976,1.1494
SHP10912,2024-03-30,Jaipur,Ahmedabad,Delhivery,590.12,9.58,1.79,3172.79,Delivered,5.38,3,0,0.4001,0.2337,0.4143,0.2125,-0.2076,-0.6131,-0.1481,-0.5852
SHP10280,2024-10-03,Jaipur,Pune,DHL,916.74,8.48,5.42,4386.41,Delayed,4.78,10,1,0.6273,0.206,0.5796,0.8104,0.8942,-0.7225,0.6547,2.0716
SHP10000,2024-02-11,Mumbai,Hyderabad,UPS,338.0,22.68,0.5,3300.9300000000003,Delivered,9.77,2,0,0.2247,0.5635,0.4318,0.0,-1.0582,0.6906,-0.0633,-1.5293
SHP10851,2024-02-17,Ahmedabad,Mumbai,UPS,952.64,12.45,3.04,5363.94,Delivered,5.63,2,0,0.6523,0.3059,0.7127,0.4184,1.0154,-0.3275,1.3013,0.3297
SHP10768,2024-07-11,Chennai,Mumbai,UPS,114.01,28.51,0.5,3300.9300000000003,Delivered,28.95,7,0,0.0689,0.7103,0.4318,0.0,-1.8139,1.2708,-0.0633,-1.5293
SHP10683,2024-08-09,Pune,Bengaluru,DHL,239.45,35.07,1.48,1727.43,Delivered,7.21,8,0,0.1562,0.8755,0.2175,0.1614,-1.3907,1.9237,-1.1042,-0.8121
SHP10066,2024-05-08,Delhi,Jaipur,DHL,268.77,2.26,2.92,1065.9,Delivered,3.97,5,0,0.1765,0.0494,0.1274,0.3986,-1.2918,-1.3416,-1.5417,0.2419
SHP10951,2024-09-30,Bengaluru,Jaipur,Delhivery,107.95,11.11,0.5,855.21,Delayed,7.92,9,1,0.0647,0.2722,0.0987,0.0,-1.8343,-0.4608,-1.6811,-1.5293
SHP10733,2024-07-16,Hyderabad,Chennai,FedEx,563.1,28.21,0.5,3385.96,Returned,6.01,7,1,0.3813,0.7027,0.4433,0.0,-0.2988,1.241,-0.0071,-1.5293
SHP10415,2024-11-22,Nagpur,Mumbai,Delhivery,120.62,19.86,0.5,919.78,Delivered,7.63,11,0,0.0735,0.4925,0.1075,0.0,-1.7916,0.41,-1.6384,-1.5293
SHP10983,2024-03-29,Kolkata,Jaipur,Blue Dart,403.46,1.39,2.545,1570.84,Delivered,3.89,3,0,0.2703,0.0274,0.1962,0.3368,-0.8374,-1.4281,-1.2077,-0.0326
SHP10677,2024-08-06,Mumbai,Chennai,DHL,814.43,3.0,2.99,3576.95,Delivered,4.39,8,0,0.5562,0.068,0.4694,0.4101,0.5491,-1.2679,0.1193,0.2931
SHP10294,2024-07-12,Jaipur,Chennai,Delhivery,892.56,8.34,3.03,4675.67,Cancelled,5.24,7,0,0.6105,0.2024,0.619,0.4167,0.8127,-0.7365,0.8461,0.3224
SHP10685,2024-04-05,Chennai,Hyderabad,FedEx,915.14,9.72,3.31,4599.15,Delivered,5.03,4,0,0.6262,0.2372,0.6086,0.4628,0.8888,-0.5991,0.7954,0.5273
SHP10755,2024-12-20,Mumbai,Delhi,Blue Dart,751.54,13.575,2.95,3302.33,Delivered,4.39,12,0,0.5124,0.3342,0.432,0.4035,0.3369,-0.2155,-0.0624,0.2638
SHP10245,2024-05-19,Ahmedabad,Hyderabad,UPS,91.64,10.64,2.545,530.95,Cancelled,5.79,5,0,0.0533,0.2603,0.0545,0.3368,-1.8893,-0.5076,-1.8956,-0.0326
SHP10257,2024-06-28,Hyderabad,Jaipur,DHL,163.42,20.74,1.06,1194.13,In Transit,7.31,6,0,0.1033,0.5147,0.1449,0.0922,-1.6472,0.4976,-1.4569,-1.1195
SHP10161,2024-01-03,Delhi,Chennai,DHL,932.83,5.53,2.32,4875.22,Returned,5.23,1,1,0.6385,0.1317,0.6462,0.2998,0.9485,-1.0161,0.9781,-0.1973
SHP10734,2024-06-22,Bengaluru,Pune,Blue Dart,499.6,5.62,1.9,1853.5,Delivered,3.71,6,0,0.3371,0.134,0.2346,0.2306,-0.513,-1.0072,-1.0208,-0.5047
SHP10614,2024-08-30,Mumbai,Bengaluru,DHL,493.78,6.21,2.07,2552.48,Delivered,5.17,8,0,0.3331,0.1488,0.3298,0.2586,-0.5327,-0.9485,-0.5584,-0.3803
SHP10528,2024-11-05,Nagpur,Hyderabad,UPS,872.07,8.43,2.77,3338.6,Delivered,3.83,11,0,0.5963,0.2047,0.4369,0.3739,0.7435,-0.7275,-0.0384,0.1321
SHP10449,2024-06-09,Kolkata,Chennai,Blue Dart,153.39,19.57,2.52,759.97,Returned,4.95,6,1,0.0963,0.4852,0.0857,0.3327,-1.681,0.3811,-1.7441,-0.0509
SHP10868,2024-03-05,Delhi,Bengaluru,FedEx,1141.86,13.575,3.58,7245.64,Delayed,6.35,3,1,0.784,0.3342,0.969,0.5073,1.6537,-0.2155,2.546,0.7249
SHP10963,2024-01-20,Chennai,Ahmedabad,UPS,626.31,8.77,2.74,3283.21,In Transit,5.24,1,0,0.4253,0.2133,0.4294,0.369,-0.0856,-0.6937,-0.075,0.1101
SHP10446,2024-12-21,Mumbai,Nagpur,UPS,510.32,7.43,3.31,2669.38,Delayed,5.23,12,1,0.3446,0.1795,0.3458,0.4628,-0.4769,-0.827,-0.4811,0.5273
SHP10247,2024-03-13,Delhi,Chennai,Blue Dart,948.66,12.04,2.82,4090.84,Delivered,4.31,3,0,0.6496,0.2956,0.5393,0.3821,1.0019,-0.3683,0.4592,0.1687
SHP10550,2024-12-08,Kolkata,Nagpur,UPS,444.62,14.38,0.5,2095.38,Delivered,4.71,12,0,0.2989,0.3545,0.2676,0.0,-0.6985,-0.1354,-0.8608,-1.5293
SHP10239,2024-10-05,Jaipur,Ahmedabad,UPS,544.32,18.93,3.3,2831.61,Cancelled,5.2,10,0,0.3683,0.4691,0.3679,0.4612,-0.3622,0.3174,-0.3738,0.52
SHP10220,2024-07-02,Pune,Chennai,Delhivery,560.1,4.3,2.72,2099.92,In Transit,3.75,7,0,0.3792,0.1007,0.2682,0.3657,-0.3089,-1.1385,-0.8578,0.0955
SHP10842,2024-09-23,Chennai,Pune,UPS,1254.62,19.57,3.16,7365.57,In Transit,5.87,9,0,0.8624,0.4852,0.9853,0.4381,2.0341,0.3811,2.6254,0.4175
SHP10092,2024-08-13,Delhi,Hyderabad,DHL,605.77,37.38,2.2,2794.4,Delayed,4.61,8,1,0.411,0.9336,0.3628,0.28,-0.1548,2.1536,-0.3984,-0.2851
SHP10114,2024-05-04,Bengaluru,Kolkata,FedEx,353.41,18.55,1.18,1634.63,Delayed,4.63,5,1,0.2354,0.4595,0.2048,0.112,-1.0062,0.2796,-1.1655,-1.0316
SHP10781,2024-02-28,Bengaluru,Chennai,DHL,959.42,35.16,2.68,5631.1,Delivered,5.87,2,0,0.657,0.8777,0.7491,0.3591,1.0382,1.9326,1.4781,0.0662
SHP10994,2024-06-07,Chennai,Mumbai,UPS,903.46,9.21,2.21,3565.27,Cancelled,3.95,6,0,0.6181,0.2243,0.4678,0.2817,0.8494,-0.6499,0.1115,-0.2778
SHP10076,2024-07-22,Pune,Ahmedabad,DHL,679.71,25.44,2.35,4184.17,Cancelled,6.16,7,0,0.4624,0.633,0.552,0.3047,0.0946,0.9653,0.5209,-0.1753
SHP10996,2024-03-04,Mumbai,Jaipur,Delhivery,555.34,8.32,1.88,2800.01,Delivered,5.04,3,0,0.3759,0.2019,0.3635,0.2273,-0.325,-0.7385,-0.3947,-0.5193
SHP10674,2024-09-25,Kolkata,Delhi,Delhivery,151.7,23.71,2.545,985.06,Delivered,6.49,9,0,0.0951,0.5894,0.1164,0.3368,-1.6867,0.7931,-1.5952,-0.0326
SHP10386,2024-03-26,Ahmedabad,Jaipur,Delhivery,15.0,6.46,0.5,200.9,In Transit,13.39,3,0,0.0,0.1551,0.0096,0.0,-2.1479,-0.9236,-2.1139,-1.5293
SHP10132,2024-09-23,Ahmedabad,Delhi,DHL,360.39,13.89,2.06,1952.0,Returned,5.42,9,1,0.2403,0.3422,0.2481,0.2569,-0.9827,-0.1841,-0.9556,-0.3876
SHP10530,2024-06-24,Nagpur,Jaipur,UPS,174.06,8.49,0.5,745.8,Cancelled,4.28,6,0,0.1107,0.2062,0.0838,0.0,-1.6113,-0.7215,-1.7535,-1.5293
SHP10553,2024-09-04,Mumbai,Bengaluru,Blue Dart,93.19,31.3,0.93,909.0,In Transit,9.75,9,0,0.0544,0.7805,0.106,0.0708,-1.8841,1.5485,-1.6455,-1.2146
SHP10058,2024-10-20,Pune,Jaipur,DHL,814.53,15.37,3.52,4582.28,Returned,5.63,10,1,0.5562,0.3794,0.6063,0.4974,0.5494,-0.0369,0.7843,0.681
SHP10289,2024-08-08,Bengaluru,Delhi,UPS,1079.28,33.05,5.89,4207.98,In Transit,3.9,8,0,0.7404,0.8246,0.5553,0.8878,1.4426,1.7227,0.5367,2.4156
SHP10246,2024-11-24,Jaipur,Nagpur,Delhivery,193.34,27.01,0.53,1379.69,Delivered,7.14,11,0,0.1241,0.6725,0.1701,0.0049,-1.5462,1.1216,-1.3342,-1.5074
SHP10374,2024-04-12,Pune,Ahmedabad,Blue Dart,778.24,40.01625,3.03,5305.66,Delayed,6.82,4,1,0.531,1.0,0.7048,0.4167,0.427,2.4159,1.2628,0.3224
SHP10885,2024-06-24,Pune,Chennai,DHL,15.0,33.8,0.5,589.93,In Transit,39.33,6,0,0.0,0.8435,0.0626,0.0,-2.1479,1.7973,-1.8566,-1.5293
SHP10040,2024-10-22,Pune,Jaipur,Blue Dart,451.29,14.81,2.34,2031.12,Delayed,4.5,10,1,0.3035,0.3653,0.2588,0.3031,-0.676,-0.0926,-0.9033,-0.1826
SHP10089,2024-10-09,Mumbai,Kolkata,Delhivery,867.28,13.99,3.46,3975.12,Delayed,4.58,10,1,0.5929,0.3447,0.5236,0.4875,0.7274,-0.1742,0.3827,0.6371
SHP10192,2024-07-26,Ahmedabad,Chennai,Delhivery,308.92,1.16,0.5,1415.61,Delayed,4.58,7,1,0.2045,0.0217,0.175,0.0,-1.1563,-1.451,-1.3104,-1.5293
SHP10435,2024-07-04,Nagpur,Pune,DHL,177.84,6.24,1.16,1105.62,In Transit,6.22,7,0,0.1133,0.1496,0.1328,0.1087,-1.5985,-0.9455,-1.5155,-1.0463
SHP10068,2024-04-19,Bengaluru,Nagpur,Delhivery,165.3,18.96,1.45,1123.31,Delivered,6.8,4,0,0.1046,0.4698,0.1352,0.1565,-1.6408,0.3204,-1.5038,-0.834
SHP10672,2024-05-10,Jaipur,Delhi,UPS,453.72,17.15,0.5,2417.73,Delayed,5.33,5,1,0.3052,0.4243,0.3115,0.0,-0.6678,0.1403,-0.6475,-1.5293
SHP10437,2024-03-28,Nagpur,Delhi,UPS,661.36,13.79,2.59,2994.15,Delivered,4.53,3,0,0.4497,0.3397,0.39,0.3442,0.0327,-0.1941,-0.2662,0.0003
SHP10383,2024-10-25,Nagpur,Jaipur,FedEx,378.07,18.67,1.89,1917.29,Delivered,5.07,10,0,0.2526,0.4625,0.2433,0.2289,-0.923,0.2916,-0.9786,-0.512
SHP10139,2024-12-02,Delhi,Jaipur,DHL,1048.59,30.78,5.02,6621.09,Delivered,6.31,12,0,0.7191,0.7674,0.8839,0.7445,1.339,1.4967,2.1329,1.7788
SHP10953,2024-11-20,Ahmedabad,Jaipur,DHL,874.69,4.54,3.49,3575.79,Delayed,4.09,11,1,0.5981,0.1068,0.4692,0.4925,0.7524,-1.1147,0.1185,0.659
SHP10483,2024-08-21,Kolkata,Delhi,Blue Dart,1131.91,30.06,5.59,4884.35,Delivered,4.32,8,0,0.777,0.7493,0.6474,0.8384,1.6201,1.4251,0.9841,2.196
SHP10118,2024-05-15,Jaipur,Hyderabad,Delhivery,224.69,4.45,0.5,1185.83,Delayed,5.28,5,1,0.1459,0.1045,0.1437,0.0,-1.4405,-1.1236,-1.4624,-1.5293
SHP10430,2024-12-30,Ahmedabad,Delhi,Delhivery,395.44,5.17,1.55,2013.98,Delivered,5.09,12,0,0.2647,0.1226,0.2565,0.1729,-0.8644,-1.052,-0.9146,-0.7608
SHP10937,2024-01-31,Pune,Nagpur,Delhivery,226.59,40.01625,0.85,1980.22,In Transit,8.74,1,0,0.1472,1.0,0.2519,0.0576,-1.4341,2.4159,-0.9369,-1.2732
SHP10803,2024-12-03,Jaipur,Pune,DHL,1170.81,8.52,3.95,6021.14,In Transit,5.14,12,0,0.8041,0.207,0.8022,0.5683,1.7514,-0.7186,1.7361,0.9957
SHP10350,2024-09-24,Mumbai,Kolkata,Blue Dart,861.26,40.01625,2.6,3300.9300000000003,Delayed,3.83,9,1,0.5887,1.0,0.4318,0.3459,0.7071,2.4159,-0.0633,0.0076
SHP10740,2024-06-20,Chennai,Delhi,FedEx,747.18,14.88,2.13,3496.66,In Transit,4.68,6,0,0.5094,0.3671,0.4584,0.2685,0.3222,-0.0856,0.0662,-0.3363
SHP10700,2024-01-13,Delhi,Hyderabad,UPS,839.13,8.1,1.73,4867.14,In Transit,5.8,1,0,0.5734,0.1964,0.6451,0.2026,0.6324,-0.7604,0.9727,-0.6291
SHP10422,2024-01-10,Kolkata,Jaipur,Delhivery,582.33,16.73,2.24,3025.75,Delayed,5.2,1,1,0.3947,0.4137,0.3943,0.2866,-0.2339,0.0985,-0.2453,-0.2558
SHP10385,2024-09-16,Nagpur,Jaipur,Delhivery,836.02,2.49,3.29,3273.48,Delivered,3.92,9,0,0.5712,0.0551,0.428,0.4595,0.6219,-1.3187,-0.0815,0.5127
SHP10946,2024-08-10,Pune,Delhi,Blue Dart,518.97,10.29,1.57,2212.65,Delivered,4.26,8,0,0.3506,0.2515,0.2836,0.1762,-0.4477,-0.5424,-0.7832,-0.7462
SHP10612,2024-06-21,Delhi,Bengaluru,UPS,246.68,13.575,1.86,1202.63,Delivered,4.88,6,0,0.1612,0.3342,0.146,0.224,-1.3663,-0.2155,-1.4513,-0.534
SHP10014,2024-01-04,Chennai,Jaipur,Delhivery,353.14,1.21,1.0,1635.98,Delayed,4.63,1,1,0.2352,0.0229,0.205,0.0824,-1.0071,-1.4461,-1.1646,-1.1634
SHP10375,2024-01-04,Chennai,Nagpur,DHL,600.3,5.1,1.51,3216.73,Delivered,5.36,1,0,0.4072,0.1209,0.4203,0.1664,-0.1733,-1.0589,-0.119,-0.7901
SHP10082,2024-10-05,Hyderabad,Pune,Blue Dart,1036.2,28.23,3.83,5247.26,Delayed,5.06,10,1,0.7105,0.7032,0.6968,0.5485,1.2972,1.243,1.2241,0.9079
SHP10504,2024-11-16,Delhi,Jaipur,Blue Dart,516.09,7.9,3.19,2646.93,Delivered,5.13,11,0,0.3486,0.1914,0.3427,0.4431,-0.4574,-0.7803,-0.4959,0.4395
SHP10708,2024-02-20,Bengaluru,Hyderabad,FedEx,491.66,17.12,2.545,2962.79,Delivered,6.03,2,0,0.3316,0.4235,0.3857,0.3368,-0.5398,0.1373,-0.287,-0.0326
SHP10786,2024-04-14,Nagpur,Ahmedabad,UPS,364.08,8.21,1.42,1567.6,Delivered,4.31,4,0,0.2429,0.1992,0.1957,0.1515,-0.9702,-0.7494,-1.2099,-0.856
SHP10523,2024-05-23,Jaipur,Delhi,Delhivery,1134.88,15.24,2.65,3300.9300000000003,Delayed,2.91,5,1,0.7791,0.3762,0.4318,0.3541,1.6302,-0.0498,-0.0633,0.0442
SHP10088,2024-02-16,Delhi,Mumbai,DHL,632.48,14.22,1.19,3281.18,Delivered,5.19,2,0,0.4296,0.3505,0.4291,0.1137,-0.0647,-0.1513,-0.0764,-1.0243
SHP10363,2024-09-26,Nagpur,Hyderabad,UPS,248.74,21.17,0.93,1554.59,Delivered,6.25,9,0,0.1626,0.5255,0.1939,0.0708,-1.3593,0.5404,-1.2185,-1.2146
SHP10273,2024-01-10,Chennai,Ahmedabad,DHL,1069.74,25.82,4.67,6499.23,Delivered,6.08,1,0,0.7338,0.6426,0.8673,0.6868,1.4104,1.0031,2.0523,1.5227
