shipment_id,order_date,origin_city,destination_city,carrier,distance_km,weight_kg,delivery_time_days,shipping_cost_inr,status
SHP10705,07-24-2024,Kolkata,Delhi,BlueDart,15.0,40.22,1.52,540.66,Delayed
SHP10897,2024-11-23,Delhi,Hyderabad,Blue Dart,642.66,33.6,2.06,3516.89,Delivered
SHP10427,02/10/2024,Mumbai,Kolkata,UPS,816.16,12.01,,5025.79,Delayed
SHP10943,2024-07-06,Nagpur,Hyderabad,FEDEX,495.72,22.04,2.14,3022.28,Delivered
SHP10761,03/05/2024,Jaipur,Delhi,fedex,697.49,25.92,2.62,3195.9,Delivered
SHP10506,04/04/2024,Mumbai,Nagpur,Delhivery,778.62,27.84,,4343.77,Delivered
SHP10922,02-29-2024,Chennai,Kolkata,FEDEX,930.0,6.2,4.13,4253.79,In Transit
SHP10399,01-16-2024,Pune,Jaipur,ups,670.43,35.21,1.84,3671.08,Delivered
SHP10638,02-28-2024,Jaipur,Chennai,BlueDart,681.04,8.35,1.47,3425.52,Delivered
SHP10352,08/08/2024,Nagpur,Chennai,delhivery,559.04,,2.85,3325.58,In Transit
SHP10852,2024-05-18,Pune,Hyderabad,blue dart,957.02,18.2,4.06,5739.21,Delivered
SHP10671,07-04-2024,Pune,Hyderabad,Blue Dart,607.91,,2.82,3108.35,Delivered
SHP10260,12/09/2024,Delhi,Chennai,Blue Dart,781.85,2.02,3.77,3754.11,In Transit
SHP10333,15/05/2024,Ahmedabad,Nagpur,fedex,427.85,26.71,1.31,2766.23,Delivered
SHP10153,07-15-2024,Hyderabad,Nagpur,,637.06,46.43,3.1,3433.75,Delivered
SHP10396,2024-05-29,Delhi,Nagpur,DHL,337.82,3.08,0.88,1391.56,Delivered
SHP10501,09/12/2024,Nagpur,Jaipur,UPS,601.63,43.91,2.38,3213.9,Delivered
SHP10373,05-26-2024,Bengaluru,Nagpur,ups,833.25,,3.89,4408.97,Returned
SHP10312,2024-11-07,Delhi,Ahmedabad,ups,392.85,13.24,,1756.08,Delivered
SHP10042,19/07/2024,Pune,Ahmedabad,DELHIVERY,564.53,15.48,2.19,2424.17,In Transit
SHP10770,2024-02-04,Bengaluru,Hyderabad,delhivery,647.87,8.48,1.43,2857.73,Delivered
SHP10522,06/03/2024,Chennai,Bengaluru,Blue Dart,663.99,32.78,2.01,4390.18,Returned
SHP10661,14/05/2024,Bengaluru,Chennai,dhl,774.33,15.72,4.17,3191.68,Delayed
SHP10859,2024-06-30,Pune,Mumbai,dhl,449.25,1.99,2.26,1727.35,Delivered
SHP10408,07-07-2024,Hyderabad,Jaipur,D.H.L,840.41,11.66,2.9,4231.89,Delayed
SHP10830,09-06-2024,Chennai,Kolkata,blue dart,760.43,2.35,4.32,3069.29,Delayed
SHP10758,07-08-2024,Kolkata,Jaipur,ups,532.32,17.14,1.92,2635.47,Cancelled
SHP10605,2024-12-26,Mumbai,Hyderabad,DHL,590.04,12.82,1.97,,Delivered
SHP10024,2024-04-08,Bengaluru,Kolkata,delhivery,331.28,8.58,1.23,2022.11,Delivered
SHP10954,05-28-2024,Bengaluru,Delhi,blue dart,356.31,21.88,1.03,2036.8,Delivered
SHP10599,03/12/2024,Nagpur,Mumbai,U.P.S.,822.31,11.81,3.35,4373.22,Delivered
SHP10445,14/10/2024,Mumbai,Bengaluru,U.P.S.,1034.28,5.03,4.39,3753.28,Delivered
SHP10272,07-26-2024,Chennai,Ahmedabad,Delhivery,204.34,14.85,2.1,1419.96,Delivered
SHP10891,07/06/2024,Nagpur,Jaipur,blue dart,1149.23,6.99,5.08,5067.84,Cancelled
SHP10519,01-15-2024,Jaipur,Chennai,DHL,551.58,12.5,2.69,2728.06,Delivered
SHP10377,16/11/2024,Kolkata,Delhi,BlueDart,783.48,18.61,3.83,4650.16,Delivered
SHP10498,2024-03-20,Mumbai,Delhi,U.P.S.,757.07,4.96,1.3,4430.14,Delivered
SHP10892,02-03-2024,Ahmedabad,Pune,Delhivery,515.28,12.44,0.57,2532.57,Delivered
SHP10833,2024-03-09,Delhi,Mumbai,DELHIVERY,785.67,12.35,2.98,3847.18,Cancelled
SHP10667,05-12-2024,Mumbai,Kolkata,DHL,65.29,9.23,0.5,530.04,Delivered
SHP10097,2024-10-28,Ahmedabad,Delhi,delhivery,793.26,4.57,2.69,4108.51,Delayed
SHP10128,12-20-2024,Kolkata,Mumbai,Delhivery,505.33,26.55,1.57,3091.12,Delayed
SHP10544,05-04-2024,Bengaluru,Nagpur,DHL,1184.57,22.68,4.11,5912.05,In Transit
SHP10379,13/10/2024,Kolkata,Mumbai,fedex,1113.33,7.52,3.7,5763.38,In Transit
SHP10203,2024-03-16,Mumbai,Jaipur,DHL,621.74,,1.22,3779.13,Delivered
SHP10343,10-16-2024,Nagpur,Kolkata,blue dart,449.33,12.59,1.3,2451.56,Delivered
SHP10744,2024-03-14,Pune,Mumbai,ups,1036.03,10.04,5.51,5164.94,Delivered
SHP10821,07/10/2024,Ahmedabad,Jaipur,Delhivery,870.35,8.68,3.01,5245.54,Delivered
SHP10518,2024-11-25,Hyderabad,Pune,BlueDart,653.17,23.35,3.42,2848.82,Delivered
SHP10791,07-22-2024,Jaipur,Nagpur,dhl,763.14,18.82,3.77,4627.93,Returned
SHP10488,2024-07-11,Kolkata,Hyderabad,dhl,670.15,-9.73,2.86,3157.96,In Transit
SHP10237,11/08/2024,Bengaluru,Hyderabad,Fed Ex,33.57,11.48,0.5,269.53,Delivered
SHP10549,2024-11-13,Hyderabad,Kolkata,Delhivery,833.7,25.88,4.28,3800.91,Delayed
SHP10400,01-31-2024,Ahmedabad,Bengaluru,BlueDart,633.36,12.92,2.47,23707.072321048494,Delivered
SHP10570,22/08/2024,Hyderabad,Chennai,U.P.S.,1168.2729517506327,8.93,0.5,790.29,Delivered
SHP10232,2024-11-20,Pune,Mumbai,,1010.81,9.39,6.62,,Delivered
SHP10442,2024-01-28,Pune,Delhi,DELHIVERY,751.7,9.87,3.98,4472.74,In Transit
SHP10098,2024-06-07,Nagpur,Jaipur,D.H.L,349.3,12.23,1.14,,Delivered
SHP10889,2024-06-29,Mumbai,Chennai,Fed Ex,777.53,38.46,2.76,4946.17,Delivered
SHP10993,12-13-2024,Ahmedabad,Bengaluru,delhivery,253.6,,4.08,1651.8,Delivered
SHP10511,2024-12-10,Pune,Kolkata,UPS,107.53,1.22,0.5,592.62,Delayed
SHP10622,07/12/2024,Nagpur,Chennai,DELHIVERY,609.06,34.57,4.4,3090.69,Delayed
SHP10217,2024-05-18,Bengaluru,Pune,Fed Ex,434.16,7.37,1.37,2177.83,In Transit
SHP10360,2024-09-17,Kolkata,Pune,D.H.L,820.53,7.04,1.58,4649.09,Delivered
SHP10558,07/10/2024,Delhi,Hyderabad,Fed Ex,495.96,4.26,2.39,2283.92,Delivered
SHP10750,27/05/2024,Mumbai,Chennai,ups,568.07,1.79,2.51,2450.01,Delivered
SHP10973,30/03/2024,Bengaluru,Chennai,BlueDart,791.52,12.35,3.36,3120.76,In Transit
SHP10225,27/06/2024,Jaipur,Kolkata,FedEx,675.8,6.7,2.85,2884.12,In Transit
SHP10018,2024-12-11,Delhi,Kolkata,dhl,1041.8,15.73,4.6,5810.54,Cancelled
SHP10168,01-26-2024,Hyderabad,Delhi,DELHIVERY,766.54,2.17,5.45,3399.94,Delivered
SHP10292,17/10/2024,Hyderabad,Bengaluru,blue dart,918.14,22.71,3.98,5273.77,Cancelled
SHP10929,20/04/2024,Bengaluru,Pune,FEDEX,1121.06,,3.86,5511.48,In Transit
SHP10397,2024-12-17,Nagpur,Pune,DHL,716.41,17.85,1.76,3734.94,Delivered
SHP10540,2024-04-17,Pune,Chennai,FedEx,766.29,17.89,4.17,3101.51,In Transit
SHP10328,2024-10-15,Delhi,Jaipur,DHL,504.58,19.8,2.93,2924.56,Delivered
SHP10787,2024-03-17,Nagpur,Hyderabad,BlueDart,487.86,10.99,0.84,1930.94,In Transit
SHP10636,09-12-2024,Bengaluru,Mumbai,FEDEX,811.05,77.88,3.99,6021.39,Delivered
SHP10093,2024-04-18,Pune,Bengaluru,Fed Ex,816.67,7.88,4.7,4050.42,Delivered
SHP10213,28/08/2024,Delhi,Mumbai,D.H.L,566.1,8.71,1.47,,Delivered
SHP10337,2024-09-21,Ahmedabad,Mumbai,Fed Ex,923.03,16.49,3.02,4648.18,Delivered
SHP10425,04-19-2024,Delhi,Mumbai,D.H.L,822.89,5.42,3.57,3897.41,Delivered
SHP10816,2024-12-23,Kolkata,Hyderabad,blue dart,363.87,31.35,0.82,2646.33,Cancelled
SHP10618,26/12/2024,Pune,Jaipur,FedEx,949.54,12.88,3.24,4476.11,Cancelled
SHP10115,04-29-2024,Mumbai,Nagpur,D.H.L,20.76,6.07,1.46,220.95,Delivered
SHP10158,2024-12-16,Pune,Delhi,DELHIVERY,881.46,23.56,3.67,5101.92,Delivered
SHP10216,2024-12-09,Chennai,Jaipur,DHL,410.36,10.02,1.96,2175.37,Cancelled
SHP10112,11-26-2024,Delhi,Jaipur,UPS,1022.59,28.74,4.61,5109.27,Delayed
SHP10036,26/09/2024,Hyderabad,Jaipur,DHL,720.32,16.32,2.73,3179.73,Delivered
SHP10105,03-05-2024,Mumbai,Bengaluru,DHL,1006.29,15.54,3.5,6021.17,Delivered
SHP10362,06-23-2024,Jaipur,Nagpur,DHL,905.26,22.32,3.55,3592.47,Cancelled
SHP10365,2024-08-15,Hyderabad,Chennai,U.P.S.,1068.83,,5.73,5035.67,Delivered
SHP10441,03-17-2024,Bengaluru,Kolkata,UPS,305.63,14.27,0.5,1622.84,Delivered
SHP10565,07-06-2024,Chennai,Ahmedabad,delhivery,836.36,28.65,2.87,4692.97,Delivered
SHP10351,24/08/2024,Kolkata,Ahmedabad,dhl,226.21,3.84,2.97,943.95,Delayed
SHP10988,06-14-2024,Nagpur,Hyderabad,UPS,1004.82,9.01,4.26,,Delivered
SHP10249,2024-05-08,Pune,Bengaluru,U.P.S.,97.28,1.72,0.5,426.96,Delivered
SHP10862,03/08/2024,Nagpur,Hyderabad,BlueDart,678.84,17.96,2.71,3232.14,Delivered
SHP10808,2024-03-22,Delhi,Mumbai,BlueDart,714.14,13.41,3.0,3240.19,Delivered
SHP10406,27/06/2024,Chennai,Nagpur,U.P.S.,790.91,6.42,3.42,4310.21,Cancelled
SHP10866,07-21-2024,Delhi,Pune,DELHIVERY,611.14,8.86,1.99,2362.04,Returned
SHP10164,08-12-2024,Jaipur,Nagpur,FedEx,116.9,16.97,0.51,861.34,Cancelled
SHP10890,2024-01-23,Pune,Mumbai,DELHIVERY,1064.19,30.16,3.91,5529.73,Delayed
SHP10826,2024-04-23,Ahmedabad,Delhi,ups,477.66,37.31,4.1,2611.35,Delivered
SHP10841,2024-01-10,Bengaluru,Nagpur,dhl,497.84,13.42,2.92,3065.3,Delivered
SHP10083,12-01-2024,Chennai,Bengaluru,FEDEX,461.58,16.82,2.12,2938.28,Delivered
SHP10709,14/01/2024,Bengaluru,Delhi,DHL,211.78,6.09,0.5,1200.0,Delivered
SHP10295,2024-03-11,Chennai,Ahmedabad,blue dart,813.16,8.93,,3514.24,Delivered
SHP10070,2024-02-20,Pune,Jaipur,UPS,519.38,8.97,,3217.01,Delivered
SHP10643,2024-01-04,Nagpur,Pune,DELHIVERY,659.07,10.97,1.83,3481.17,Delayed
SHP10610,07-11-2024,Pune,Kolkata,ups,605.99,20.73,2.51,3109.1,Returned
SHP10675,2024-04-05,Pune,Ahmedabad,dhl,106.87,45.71,0.5,1366.03,Delivered
SHP10938,2024-08-10,Delhi,Jaipur,Fed Ex,779.8,10.32,2.15,3017.43,Delivered
SHP10878,2024-03-20,Delhi,Kolkata,DELHIVERY,844.22,10.24,3.53,4819.42,In Transit
SHP10659,08-22-2024,Hyderabad,Pune,DELHIVERY,785.37,,5.94,4299.16,Delivered
SHP10735,14/05/2024,Mumbai,Bengaluru,DELHIVERY,337.63,14.1,0.93,1501.81,In Transit
SHP10127,26/01/2024,Hyderabad,Bengaluru,,182.19,26.03,1.03,1275.63,Delivered
SHP10853,2024-03-20,Jaipur,Kolkata,BlueDart,1167.02,29.99,3.97,4554.76,Returned
SHP10001,11/04/2024,Kolkata,Bengaluru,dhl,883.34,14.03,2.67,4470.09,Delayed
SHP10748,25/10/2024,Delhi,,FedEx,858.9,15.54,2.2,5106.51,Delivered
SHP10539,12-15-2024,Chennai,Nagpur,BlueDart,858.41,2.96,3.46,4300.12,Delivered
SHP10601,2024-08-29,Delhi,Ahmedabad,Delhivery,576.76,13.13,1.19,2433.14,Delivered
SHP10308,10-05-2024,Chennai,Delhi,U.P.S.,796.05,14.82,3.11,3973.13,Delivered
SHP10585,10-17-2024,Hyderabad,Delhi,DHL,983.12,60.49,4.1,6231.16,Delayed
SHP10410,29/01/2024,Pune,Bengaluru,dhl,480.14,11.59,,1953.88,Delivered
SHP10171,03-22-2024,Chennai,Bengaluru,D.H.L,488.51,16.06,1.42,2848.04,Delayed
SHP10417,04-03-2024,Hyderabad,Pune,dhl,467.37,28.69,1.14,2746.65,Returned
SHP10875,12-19-2024,Hyderabad,Kolkata,Fed Ex,513.08,10.74,2.08,2203.09,Delivered
SHP10698,25/05/2024,Bengaluru,Chennai,ups,948.22,5.16,,4964.36,Delivered
SHP10603,21/09/2024,Delhi,Jaipur,UPS,107.55,18.24,0.5,843.22,Delayed
SHP10460,10-15-2024,Pune,Jaipur,U.P.S.,967.35,16.35,4.43,3885.03,Delivered
SHP10880,29/09/2024,Bengaluru,Jaipur,delhivery,999.97,10.2,2.61,4599.79,In Transit
SHP10637,2024-01-20,Pune,Ahmedabad,,836.73,4.61,4.58,4457.48,Delivered
SHP10423,08-02-2024,Kolkata,Jaipur,FedEx,385.19,7.02,1.95,1898.24,Delivered
SHP10315,02-23-2024,Pune,Mumbai,delhivery,663.4,,1.84,2673.11,In Transit
SHP10376,2024-01-29,Ahmedabad,Delhi,D.H.L,829.08,11.92,3.98,3590.64,Delivered
SHP10524,11/07/2024,Jaipur,Pune,UPS,520.41,5.69,4.2,2651.56,In Transit
SHP10881,27/01/2024,Hyderabad,Bengaluru,Fed Ex,585.19,20.17,1.0,3076.14,Delivered
SHP10438,06/02/2024,Bengaluru,Pune,FedEx,680.04,3.08,2.28,2976.56,Delayed
SHP10911,12-23-2024,Delhi,Mumbai,Fed Ex,306.22,18.98,0.5,1712.69,Delivered
SHP10150,2024-11-01,Kolkata,Mumbai,UPS,212.86,9.69,1.41,1422.28,In Transit
SHP10886,2024-11-04,Pune,Bengaluru,blue dart,506.03,13.91,1.33,3087.15,Delayed
SHP10556,05-04-2024,Mumbai,Ahmedabad,UPS,1222.64,7.3,4.64,6231.89,Delivered
SHP10832,30/07/2024,Nagpur,Bengaluru,fedex,273.85,7.91,2.0,1606.18,Returned
SHP10945,04/01/2024,Pune,Hyderabad,delhivery,603.63,6.87,1.8,2635.88,Delivered
SHP10409,03-03-2024,Pune,Hyderabad,FEDEX,644.72,7.38,2.43,3235.87,In Transit
SHP10143,2024-02-10,Bengaluru,Jaipur,D.H.L,845.52,13.24,5.61,5106.86,Delivered
SHP10526,2024-05-06,Delhi,Chennai,Blue Dart,803.42,17.01,4.15,4476.29,Delivered
SHP10876,2024-04-13,Chennai,Pune,delhivery,840.66,21.73,3.55,4701.24,Delayed
SHP10334,04-18-2024,Mumbai,Jaipur,ups,475.1,20.82,1.46,2169.0,Delivered
SHP10840,07-06-2024,Jaipur,,D.H.L,495.86,,2.55,2567.59,Cancelled
SHP10208,2024-07-11,Pune,Hyderabad,ups,666.14,20.31,2.06,4025.34,Delivered
SHP10440,24/11/2024,Kolkata,Mumbai,ups,986.54,12.51,4.3,5838.01,In Transit
SHP10131,10-16-2024,Jaipur,Bengaluru,D.H.L,897.26,15.16,1.46,4715.07,Returned
SHP10380,06/07/2024,Kolkata,Chennai,Delhivery,920.0,7.15,3.05,4015.49,In Transit
SHP10174,2024-05-18,Delhi,Nagpur,Delhivery,346.19,14.68,1.99,1561.63,Delivered
SHP10533,13/02/2024,Mumbai,Ahmedabad,U.P.S.,806.96,25.01,2.24,4223.57,Delivered
SHP10270,2024-07-20,Nagpur,Hyderabad,D.H.L,523.23,,2.07,,Delivered
SHP10407,09/07/2024,Bengaluru,Nagpur,U.P.S.,940.27,10.29,4.12,4912.99,Delivered
SHP10737,2024-01-04,Ahmedabad,Delhi,,574.02,,1.85,3447.31,Delivered
SHP10123,16/06/2024,Kolkata,Bengaluru,DELHIVERY,739.25,24.75,2.24,3059.25,Delivered
SHP10138,2024-07-06,Hyderabad,Chennai,BlueDart,497.87,9.53,2.91,3088.0,Delivered
SHP10051,2024-06-03,Hyderabad,Ahmedabad,Blue Dart,1059.16,24.88,1.27,6865.19,Delayed
SHP10624,05-07-2024,Mumbai,Chennai,Fed Ex,151.74,-10.0,0.89,,Delivered
SHP10275,2024-04-24,Pune,Bengaluru,DHL,607.58,,3.47,2558.25,Delivered
SHP10980,2024-09-30,Pune,Chennai,,962.71,20.82,4.25,3906.51,Delivered
SHP10342,01-29-2024,Mumbai,Hyderabad,Fed Ex,474.83,13.25,1.62,3086.67,Delivered
SHP10256,2024-10-25,Pune,Chennai,fedex,974.71,8.48,4.14,5755.67,Delivered
SHP10182,26/05/2024,Kolkata,Mumbai,Blue Dart,732.15,10.46,2.6,3097.24,Delivered
SHP10617,04-03-2024,Ahmedabad,Pune,FedEx,1193.61,7.43,4.44,6632.99,Delivered
SHP10300,02-24-2024,Chennai,Delhi,BlueDart,705.31,45.34,3.13,3208.27,Delivered
SHP10690,2024-01-27,Kolkata,Nagpur,FEDEX,754.87,9.11,3.27,2750.79,Delivered
SHP10927,30/09/2024,Kolkata,Jaipur,delhivery,562.08,38.9,1.87,3587.98,Delivered
SHP10240,01-22-2024,Mumbai,Nagpur,DELHIVERY,615.57,37.48,2.97,3949.06,In Transit
SHP10230,30/10/2024,Jaipur,Mumbai,U.P.S.,839.38,25.09,2.08,3820.33,Delivered
SHP10930,10/10/2024,Hyderabad,Chennai,BlueDart,652.99,1.86,4.25,2733.72,Delayed
SHP10326,15/12/2024,Mumbai,Delhi,BlueDart,955.09,18.75,6.05,4964.95,In Transit
SHP10458,2024-12-16,Kolkata,Mumbai,UPS,333.13,16.9,2.37,1675.16,In Transit
SHP10681,11/11/2024,Chennai,Pune,Blue Dart,1104.81,28.6,4.88,4892.44,Delivered
SHP10662,2024-06-08,Mumbai,Bengaluru,ups,1031.32,10.42,2.68,4101.02,Delivered
SHP10893,14/09/2024,Bengaluru,Kolkata,delhivery,309.26,15.56,1.92,1356.24,Delivered
SHP10465,27/01/2024,Chennai,Jaipur,,1100.48,2.33,5.25,4127.83,Delivered
SHP10163,06/07/2024,Nagpur,Bengaluru,Blue Dart,708.58,11.21,2.58,3066.06,Cancelled
SHP10167,02/04/2024,Bengaluru,Kolkata,DELHIVERY,614.25,29.43,1.95,3148.12,In Transit
SHP10145,12/01/2024,Delhi,Chennai,blue dart,926.35,21.3,2.78,3862.76,Delivered
SHP10206,16/06/2024,Chennai,Bengaluru,D.H.L,871.05,9.1,3.78,3960.89,In Transit
SHP10500,2024-06-07,Kolkata,Ahmedabad,delhivery,534.25,7.55,2.84,2188.88,Delivered
SHP10188,24/03/2024,Nagpur,Pune,delhivery,560.2,21.55,2.07,3415.15,Delivered
SHP10324,31/05/2024,Bengaluru,Jaipur,FEDEX,615.26,27.53,3.49,3850.2,Delivered
SHP10657,16/04/2024,Mumbai,Delhi,fedex,486.7,10.94,1.61,3126.3,Delivered
SHP10872,2024-07-19,Hyderabad,Pune,D.H.L,667.15,13.52,,4068.26,Delivered
SHP10843,2024-02-22,Kolkata,Pune,FEDEX,721.41,6.82,5.13,2891.2,Delivered
SHP10863,2024-08-31,Hyderabad,Chennai,BlueDart,591.57,19.94,2.66,3218.29,In Transit
SHP10860,05-21-2024,Pune,Bengaluru,DHL,1096.38,23.5,3.63,5285.53,Delivered
SHP10910,2024-06-06,Mumbai,Delhi,UPS,1077.74,13.41,2.71,6530.19,Delivered
SHP10575,01/05/2024,Bengaluru,Hyderabad,D.H.L,558.82,10.22,2.62,3213.12,Delivered
SHP10079,07-20-2024,Delhi,Pune,FedEx,653.62,15.54,2.67,4064.58,Delivered
SHP10822,08/10/2024,Jaipur,Mumbai,D.H.L,926.74,8.55,2.18,5022.34,Delayed
SHP10687,16/04/2024,Hyderabad,Jaipur,fedex,996.47,13.01,3.62,5059.14,Cancelled
SHP10918,13/07/2024,Pune,Ahmedabad,delhivery,477.09,9.37,1.42,2614.01,Delivered
SHP10857,08-13-2024,Chennai,Delhi,U.P.S.,654.73,20.01,2.92,3667.87,Delivered
SHP10229,2024-11-03,Ahmedabad,Mumbai,fedex,691.46,11.42,3.37,3940.14,Cancelled
SHP10723,17/07/2024,Ahmedabad,Hyderabad,UPS,776.3,3.56,4.01,3564.73,In Transit
SHP10789,10-24-2024,Chennai,Jaipur,DELHIVERY,185.05,11.74,,1224.24,Delivered
SHP10100,14/06/2024,Kolkata,Bengaluru,DHL,718.84,22.46,,4597.1,Returned
SHP10290,12-03-2024,Delhi,Pune,U.P.S.,839.86,6.77,2.1,3500.34,Delayed
SHP10444,2024-09-29,Bengaluru,Ahmedabad,Blue Dart,743.76,18.86,2.59,4008.46,Returned
SHP10961,20/08/2024,Mumbai,Bengaluru,Blue Dart,646.91,25.48,2.55,4192.85,Delivered
SHP10053,16/01/2024,Jaipur,Ahmedabad,Blue Dart,358.96,6.11,2.84,1677.03,In Transit
SHP10739,2024-11-04,Bengaluru,Chennai,FEDEX,576.48,13.85,,2743.41,Delivered
SHP10391,10-01-2024,Ahmedabad,Delhi,DELHIVERY,677.46,1.84,2.3,3136.45,Cancelled
SHP10977,2024-02-04,Hyderabad,Chennai,DELHIVERY,689.52,10.69,,4004.75,Cancelled
SHP10930,10/10/2024,Hyderabad,Chennai,BlueDart,652.99,1.86,4.25,2733.72,Delayed
SHP10666,13/05/2024,Jaipur,Kolkata,fedex,438.44,30.9,,1896.75,Delivered
SHP10251,25/04/2024,Pune,Kolkata,delhivery,878.64,10.64,3.73,4012.43,Delivered
SHP10499,2024-10-08,Delhi,Bengaluru,Delhivery,706.14,28.61,4.32,3336.73,Delivered
SHP10475,28/05/2024,Kolkata,Bengaluru,D.H.L,463.58,7.69,0.5,2241.59,Delivered
SHP10670,04/02/2024,Mumbai,Kolkata,,15.0,4.99,1.74,,Delivered
SHP10271,10/11/2024,Kolkata,Chennai,FEDEX,578.11,17.48,0.54,3464.44,In Transit
SHP10044,02/04/2024,Mumbai,Delhi,UPS,610.67,,1.91,3666.54,Delayed
SHP10113,2024-04-28,Jaipur,Bengaluru,fedex,902.07,35.35,3.37,4301.39,Delivered
SHP10024,2024-04-08,Bengaluru,Kolkata,delhivery,331.28,8.58,1.23,2022.11,Delivered
SHP10211,06-23-2024,Nagpur,Hyderabad,BlueDart,956.72,23.08,3.2,5695.13,Delayed
SHP10620,2024-08-29,Delhi,Ahmedabad,FedEx,505.05,9.31,2.96,1898.34,In Transit
SHP10169,04-01-2024,Nagpur,Mumbai,D.H.L,717.19,13.35,2.78,4577.76,Delivered
SHP10591,2024-10-31,Pune,Ahmedabad,D.H.L,710.7,6.59,3.77,3020.67,Delivered
SHP10984,11-13-2024,Hyderabad,Chennai,DHL,676.1,4.29,1.21,3469.42,Delivered
SHP10596,03/06/2024,Kolkata,Jaipur,Fed Ex,634.71,12.72,2.91,2710.37,Delivered
SHP10520,11-15-2024,Chennai,Hyderabad,delhivery,653.92,3.61,3.03,3420.43,Delivered
SHP10032,2024-08-20,Kolkata,Chennai,FedEx,669.96,7.35,3.46,3874.56,Delivered
SHP10611,01-08-2024,Kolkata,Bengaluru,delhivery,1081.98,17.78,4.03,5804.44,In Transit
SHP10109,11-16-2024,Nagpur,Delhi,D.H.L,590.93,4.82,1.45,2374.44,Delivered
SHP10136,2024-08-29,Kolkata,Pune,fedex,1463.22,11.24,6.29,7356.92,Returned
SHP10330,25/11/2024,Mumbai,Jaipur,dhl,538.89,17.19,1.28,2992.49,Delivered
SHP10222,09/09/2024,Ahmedabad,Mumbai,FedEx,350.26,13.72,1.22,1991.92,Delivered
SHP10028,03-28-2024,Jaipur,Bengaluru,FedEx,421.08,4.83,2.16,1687.51,Cancelled
SHP10287,25/06/2024,Hyderabad,Mumbai,dhl,944.2,26.08,3.67,5822.07,Returned
SHP10722,2024-08-01,Mumbai,Delhi,ups,488.55,13.53,1.53,2462.23,Delivered
SHP10055,28/09/2024,Mumbai,Delhi,dhl,144.06,,0.5,849.54,Delivered
SHP10987,01-13-2024,Chennai,Bengaluru,delhivery,15.0,11.42,0.5,236.85,Delivered
SHP10895,03-06-2024,Nagpur,Ahmedabad,FedEx,980.83,,5.39,5814.93,Delivered
SHP10916,2024-01-07,Nagpur,Kolkata,UPS,785.61,9.1,3.02,4735.31,Delivered
SHP10048,17/12/2024,Kolkata,Hyderabad,U.P.S.,564.69,15.34,3.32,2882.92,Delivered
SHP10919,12/10/2024,Hyderabad,Mumbai,U.P.S.,531.74,17.21,0.5,2505.92,Delivered
SHP10991,2024-12-17,Bengaluru,Hyderabad,D.H.L,247.68,17.74,1.34,1568.75,Delivered
SHP10642,2024-01-25,Bengaluru,Ahmedabad,BlueDart,721.88,34.41,1.1,3848.4,Cancelled
SHP10545,2024-05-10,Kolkata,Bengaluru,FEDEX,555.01,10.91,1.55,2873.57,Delivered
SHP10477,10-13-2024,Bengaluru,Hyderabad,delhivery,730.51,22.31,2.57,3245.26,Delayed
SHP10547,2024-06-14,Ahmedabad,Jaipur,D.H.L,781.23,29.53,2.81,4078.87,In Transit
SHP10063,09-12-2024,Bengaluru,Mumbai,DHL,465.81,34.64,2.13,2780.8,Delivered
SHP10413,09-04-2024,Ahmedabad,Jaipur,blue dart,402.61,,1.1,2036.3,In Transit
SHP10384,16/11/2024,Kolkata,Jaipur,FedEx,551.18,13.78,1.73,3244.6,In Transit
SHP10904,03-11-2024,Kolkata,Mumbai,fedex,1134.13,27.45,5.89,5368.01,Delivered
SHP10322,2024-10-22,Pune,Ahmedabad,DHL,883.04,2.16,4.16,3220.69,Delivered
SHP10451,11-15-2024,Bengaluru,Nagpur,UPS,419.41,10.94,2.27,2655.36,Delivered
SHP10909,22/04/2024,Hyderabad,Chennai,UPS,712.14,17.49,0.61,3209.2,Delivered
SHP10234,06/04/2024,Jaipur,Mumbai,DELHIVERY,1060.64,13.92,3.95,5037.85,Delivered
SHP10656,25/09/2024,Chennai,Nagpur,fedex,1428.06,34.76,5.88,8374.55,Delivered
SHP10557,2024-07-06,Pune,Hyderabad,Blue Dart,469.79,20.4,1.39,1966.47,In Transit
SHP10462,2024-05-29,Pune,Ahmedabad,Delhivery,272.9,21.15,0.86,1662.23,Delivered
SHP10424,25/11/2024,Jaipur,Mumbai,Fed Ex,224.9,,1.3,,Returned
SHP10894,07-07-2024,Mumbai,Bengaluru,D.H.L,154.94,14.76,1.15,,Cancelled
SHP10303,26/04/2024,Ahmedabad,Chennai,DHL,1076.69,15.63,5.69,5171.47,Delayed
SHP10899,04-02-2024,Mumbai,Bengaluru,FEDEX,797.98,41.78,4.95,4163.59,Delivered
SHP10689,01-16-2024,Hyderabad,Nagpur,blue dart,506.84,27.39,2.7,3333.58,Returned
SHP10219,29/04/2024,Hyderabad,Chennai,Delhivery,1040.35,21.0,6.97,6567.61,Delivered
SHP10884,03-05-2024,Ahmedabad,Hyderabad,ups,389.53,23.28,2.11,2058.49,Delivered
SHP10296,12/11/2024,Hyderabad,Nagpur,ups,923.65,7.18,3.05,5235.72,Delivered
SHP10021,04/07/2024,Ahmedabad,Hyderabad,DHL,924.77,3.79,4.19,4210.88,Delivered
SHP10760,28/03/2024,Mumbai,Delhi,UPS,467.03,15.86,1.07,2361.72,Delivered
